Producent,Typer,Koder,KodeBeskrivelser,Fejl,Prioritering,Løsningsforslag,Varenumer prioritet 1,Varenummer prioritet 2,Varenummer prioritet 3,KodeBeskrivelser (service),Fejl (service),Spørgsmål 1,Spørgsmål 2,Spørgsmål 3,Kunden kan prøve,Send tekniker ja / nej,URL-links,URL-links_Kundeserviceinformationer,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Thermoplan,BW3,Flow error (TX0115),Flow error (TX0115),Vandflow er for lavt.,7.0,"Efterse ventilen bag kakaomodulet (BypassValve/118406), hvis der er kakao eller reservoir på maskinen.",118406,,,Flow error (TX0115),Flow error (TX0115),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Flow error (TX0115),Flow error (TX0115),Vandflow er for lavt.,8.0,"Efterse om der er sket skade på kontrolprintet bag kværnmodulet - er dette tilfældet, skift print (117420) og vandindgangsventil (108635)",117420,108635.0,,Flow error (TX0115),Flow error (TX0115),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Overtime error (TX0116),Overtime error (TX0116),Produktet er ikke dispenseret korrekt på grund af for lang dispenseringstid,1.0,"Kontrollér, om der kommer vand til maskinen. Det anbefalede installationsvandtryk (Netvand-tryk) til Thermoplan-maskiner er 2 til 4 bar.",,,,Overtime error (TX0116),Overtime error (TX0116),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Overtime error (TX0116),Overtime error (TX0116),Produktet er ikke dispenseret korrekt på grund af for lang dispenseringstid,2.0,Efterse filteret (115953) på hydraulikkens flowmeter.,115953,,,Overtime error (TX0116),Overtime error (TX0116),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Overtime error (TX0116),Overtime error (TX0116),Produktet er ikke dispenseret korrekt på grund af for lang dispenseringstid,3.0,"Undersøg vandindgangen til hydraulikmodulet (VN: 116402) for at sikre, at den er intakt, og at spidsen ikke er korroderet. Dette er vigtigt for at sikre, at kontraventilen i vandclippen aktiveres korrekt og trykkes tilstrækkeligt ind.",116402,,,Overtime error (TX0116),Overtime error (TX0116),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Overtime error (TX0116),Overtime error (TX0116),Produktet er ikke dispenseret korrekt på grund af for lang dispenseringstid,4.0,Efterse filteret (101985) i maskinens vandindgang (103877).,101985,103877.0,,Overtime error (TX0116),Overtime error (TX0116),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Overtime error (TX0116),Overtime error (TX0116),Produktet er ikke dispenseret korrekt på grund af for lang dispenseringstid,5.0,"Efterse om der kommer vand op til hydraulik - tag hydraulik ud og stik en spids genstand ind i chassiets vandtilkobling til hydraulik, og tænd for maskinen - hvis der ikke kommer vand ud, skift vandindgangsventil (108635)",108635,,,Overtime error (TX0116),Overtime error (TX0116),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Overtime error (TX0116),Overtime error (TX0116),Produktet er ikke dispenseret korrekt på grund af for lang dispenseringstid,6.0,Efterse stempler på ventilblok (boiler) - er der rust på? (115906),115906,,,Overtime error (TX0116),Overtime error (TX0116),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Overtime error (TX0116),Overtime error (TX0116),Produktet er ikke dispenseret korrekt på grund af for lang dispenseringstid,7.0,"Efterse om der er sket skade på kontrolprintet bag kværnmodulet - er dette tilfældet, skift print (117420) og vandindgangsventil (108635)",117420,108635.0,,Overtime error (TX0116),Overtime error (TX0116),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Change water filter (TX0117),Change water filter (TX0117),Forudindstillet mængde vand er løbet gennem vandfilteret.,1.0,Udskift vandfilter og nulstil filtertælleren.,,,,Change water filter (TX0117),Change water filter (TX0117),,,,"Informer kunden om at Bentax sætter denne filterkapacitet et relativt godt stykke under maks. Kapaciteten, og at filterkapacitetes reelle størrelse ikke burde blive overskredet før om et par uger.",,,,,,,,,,,,
Thermoplan,BW3,Interface error (TX0118),Interface error (TX0118),Der er opstået en kommunikationsfejl med betalingssystemet.,1.0,"Kontroller om programmet står korrekt i forbindelse med ""interface"". Hvis der ingen betalingsenehed er på maskinen skal ""interface"" stå til OFF.",,,,Interface error (TX0118),Interface error (TX0118),,,,,,,,,,,,,,,,
Thermoplan,BW3,Interface error (TX0118),Interface error (TX0118),Der er opstået en kommunikationsfejl med betalingssystemet.,2.0,Efterse ledningsnettet mellem maskine og betalingsenhed.,,,,Interface error (TX0118),Interface error (TX0118),,,,,,,,,,,,,,,,
Thermoplan,BW3,Powder error (TX0119),Powder error (TX0119),"[1] Blokeret af gammelt kaffegrums
[2] Kværne er blokeret
[3] Mængden af formalet kaffe er for høj, bryghuset kan ikke lukke",1.0,Efterse om der kan udføres et manuel skyl,,,,Powder error (TX0119),Powder error (TX0119),,,,"Kunden kan prøve at tømme grumseskuffen, og lave endnu et par produkter. Kunden kan også prøve at udføre et par ""manuel skyl"" - dette gøres (hvis aktivt) ved at trykke på det lille ""Blå/Gule"" ikon i nederste højre hjørne.",,,,,,,,,,,,
Thermoplan,BW3,Powder error (TX0119),Powder error (TX0119),"[1] Blokeret af gammelt kaffegrums
[2] Kværne er blokeret
[3] Mængden af formalet kaffe er for høj, bryghuset kan ikke lukke",2.0,Tøm grumsskuffe og stømsug kværne for kaffe/kafferester,,,,Powder error (TX0119),Powder error (TX0119),,,,"Kunden kan prøve at tømme grumseskuffen, og lave endnu et par produkter. Kunden kan også prøve at udføre et par ""manuel skyl"" - dette gøres (hvis aktivt) ved at trykke på det lille ""Blå/Gule"" ikon i nederste højre hjørne.",,,,,,,,,,,,
Thermoplan,BW3,Powder error (TX0119),Powder error (TX0119),"[1] Blokeret af gammelt kaffegrums
[2] Kværne er blokeret
[3] Mængden af formalet kaffe er for høj, bryghuset kan ikke lukke",3.0,Efterse brygkammeret og dets spindel (er bryghuset blokeret?).,,,,Powder error (TX0119),Powder error (TX0119),,,,"Kunden kan prøve at tømme grumseskuffen, og lave endnu et par produkter. Kunden kan også prøve at udføre et par ""manuel skyl"" - dette gøres (hvis aktivt) ved at trykke på det lille ""Blå/Gule"" ikon i nederste højre hjørne.",,,,,,,,,,,,
Thermoplan,BW3,Powder error (TX0119),Powder error (TX0119),"[1] Blokeret af gammelt kaffegrums
[2] Kværne er blokeret
[3] Mængden af formalet kaffe er for høj, bryghuset kan ikke lukke",4.0,"Efterse om 'mobile piston' kan bevæge sig frit, og at stemplet ikke er defekt.",,,,Powder error (TX0119),Powder error (TX0119),,,,"Kunden kan prøve at tømme grumseskuffen, og lave endnu et par produkter. Kunden kan også prøve at udføre et par ""manuel skyl"" - dette gøres (hvis aktivt) ved at trykke på det lille ""Blå/Gule"" ikon i nederste højre hjørne.",,,,,,,,,,,,
Thermoplan,BW3,Powder error (TX0119),Powder error (TX0119),"[1] Blokeret af gammelt kaffegrums
[2] Kværne er blokeret
[3] Mængden af formalet kaffe er for høj, bryghuset kan ikke lukke",5.0,Efterse om 'fix piston' er korrekt monteret og at dets 'cuff'-pakning er korrekt påsat.,,,,Powder error (TX0119),Powder error (TX0119),,,,"Kunden kan prøve at tømme grumseskuffen, og lave endnu et par produkter. Kunden kan også prøve at udføre et par ""manuel skyl"" - dette gøres (hvis aktivt) ved at trykke på det lille ""Blå/Gule"" ikon i nederste højre hjørne.",,,,,,,,,,,,
Thermoplan,BW3,Powder error (TX0119),Powder error (TX0119),"[1] Blokeret af gammelt kaffegrums
[2] Kværne er blokeret
[3] Mængden af formalet kaffe er for høj, bryghuset kan ikke lukke",6.0,Efterse om recepterne er indstillet efter Bentax's grundrecepter og at kværnmængden er korrekt.,,,,Powder error (TX0119),Powder error (TX0119),,,,"Kunden kan prøve at tømme grumseskuffen, og lave endnu et par produkter. Kunden kan også prøve at udføre et par ""manuel skyl"" - dette gøres (hvis aktivt) ved at trykke på det lille ""Blå/Gule"" ikon i nederste højre hjørne.",,,,,,,,,,,,
Thermoplan,BW3,NTC steamboiler error (TX0121),NTC steamboiler error (TX0121),NTC i dampkedel er defekt eller kortslutter,1.0,Efterse ledningsnettet for steam-NTC'en.,,,,NTC steamboiler error (TX0121),NTC steamboiler error (TX0121),,,,,,,,,,,,,,,,
Thermoplan,BW3,NTC steamboiler error (TX0121),NTC steamboiler error (TX0121),NTC i dampkedel er defekt eller kortslutter,2.0,Udskift steam-NTC'en (118390).,118390,,,NTC steamboiler error (TX0121),NTC steamboiler error (TX0121),,,,,,,,,,,,,,,,
Thermoplan,BW3,"Hot water rinse, Press rinse key (TX0124)","Hot water rinse, Press rinse key (TX0124)",Steamboileren skal skylles. Tryk på skyl-knappen.,1.0,Tryk på skyl-knappen. Dette skyl kan deaktiveres inde i fabriksindstillingen.,,,,"Hot water rinse, Press rinse key (TX0124)","Hot water rinse, Press rinse key (TX0124)",,,,Steamkedlen skal skylles. Tryk på skyl-knappen.,,,,,,,,,,,,
Thermoplan,BW3,Waterflow error (TX0125),Waterflow error (TX0125),Vandflow er for lavt.,1.0,"Kontrollér, om der kommer vand til maskinen. Det anbefalede installationsvandtryk (Netvand-tryk) til Thermoplan-maskiner er 2 til 4 bar.",,,,Waterflow error (TX0125),Waterflow error (TX0125),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Waterflow error (TX0125),Waterflow error (TX0125),Vandflow er for lavt.,2.0,Efterse filteret (115953) på hydraulikkens flowmeter.,115953,,,Waterflow error (TX0125),Waterflow error (TX0125),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Waterflow error (TX0125),Waterflow error (TX0125),Vandflow er for lavt.,3.0,"Undersøg vandindgangen til hydraulikmodulet (VN: 116402) for at sikre, at den er intakt, og at spidsen ikke er korroderet. Dette er vigtigt for at sikre, at kontraventilen i vandclippen aktiveres korrekt og trykkes tilstrækkeligt ind.",116402,,,Waterflow error (TX0125),Waterflow error (TX0125),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Waterflow error (TX0125),Waterflow error (TX0125),Vandflow er for lavt.,4.0,Efterse filteret (101985) i maskinens vandindgang (103877).,101985,103877.0,,Waterflow error (TX0125),Waterflow error (TX0125),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Waterflow error (TX0125),Waterflow error (TX0125),Vandflow er for lavt.,5.0,"Efterse om der kommer vand op til hydraulik - tag hydraulik ud og stik en spids genstand ind i chassiets vandtilkobling til hydraulik, og tænd for maskinen - hvis der ikke kommer vand ud, skift vandindgangsventil (108635)",108635,,,Waterflow error (TX0125),Waterflow error (TX0125),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,,,,,,,,,,
Thermoplan,BW3,Waterflow error (TX0125),Waterflow error (TX0125),Vandflow er for lavt.,6.0,Efterse stempler på ventilblok (boiler) - er der rust på? (115906),115906,,,Waterflow error (TX0125),Waterflow error (TX0125),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,Waterflow error (TX0125),Waterflow error (TX0125),Vandflow er for lavt.,7.0,"Efterse om der er sket skade på kontrolprintet bag kværnmodulet - er dette tilfældet, skift print (117420) og vandindgangsventil (108635)",117420,108635.0,,Waterflow error (TX0125),Waterflow error (TX0125),,,,"Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?",,,https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z,,,,,,,,,
Thermoplan,BW3,"Cleaning interrupted, Open POD (TX0128)","Cleaning interrupted, Open POD (TX0128)",Rengøringskontakt på POD er på den forkerte side. Skift POD's kontakt til produkttilstand.,1.0,Opdater software og E-prom. Bentax har ikke maskiner med kaffekapsler (gammel model),,,,"Cleaning interrupted, Open POD (TX0128)","Cleaning interrupted, Open POD (TX0128)",,,,Kunden kan desværre ikke gøre noget. Software skal opdateres.,,,,,,,,,,,,
Thermoplan,BW3,"Cleaning interrupted, Open POD (TX0131)","Cleaning interrupted, Open POD (TX0131)",Rengøringskontakt på POD er på den forkerte side. Skift POD's kontakt til produkttilstand.,1.0,Opdater software og E-prom. Bentax har ikke maskiner med kaffekapsler (gammel model),,,,"Cleaning interrupted, Open POD (TX0131)","Cleaning interrupted, Open POD (TX0131)",,,,Kunden kan desværre ikke gøre noget. Software skal opdateres.,,,,,,,,,,,,
Thermoplan,BW3,Please ask for assistance (TX0136),Please ask for assistance / Kontakt servicepersonale (TX0136),"Fejlmeldingen vises kun i selvbetjeningsmodus, så forbrugere ikke forsøger at løse problemet selv.",1.0,Tryk og hold indtil den faktiske displaybesked vises. Følg instruktionerne eller slå den faktiske besked op i fejllisten for yderligere information.,,,,Please ask for assistance / Kontakt servicepersonale (TX0136),Please ask for assistance / Kontakt servicepersonale (TX0136),,,,"Generel servicemeddelse. Tryk og hold (på ""afspil""-knappen) indtil den faktiske displaybesked vises. Følg instruktionerne.",,,https://bentax.sharepoint.com/:b:/g/EbS0Splq8WNEh9a6HvExMIEBnhzN4EDFSOpLW2pwNzJyMg?e=HC3ECh,,,,,,,,,
Thermoplan,BW3,Please add milk (TX0137),Please add milk (TX0137),Niveauføleren i mælkesuget registrere ikke noget væskeniveau.,1.0,Kontroller at niveauføleren er pæn og ren.,,,,Please add milk (TX0137),Please add milk (TX0137),,,,Kunden skal kontrollere at mælkesuget og føleren i køleskabet er pænt og rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3,Please add milk (TX0137),Please add milk (TX0137),Niveauføleren i mælkesuget registrere ikke noget væskeniveau.,2.0,Kontroller ledningsnet for niveauføler. Udskift mælkesug (kort:118093 /Lang:118710 ) om nødvendigt.,118093,118710.0,,Please add milk (TX0137),Please add milk (TX0137),,,,Kunden skal kontrollere at mælkesuget og føleren i køleskabet er pænt og rent.,,,https://bentax.sharepoint.com/:b:/g/ETPraeZAS0hDuD_Q8XW1JFYBcSzA7Gp41u9wRlq3lYYlcg?e=7BVpl4,,,,,,,,,
Thermoplan,BW3,Bean hopper missing or command unit open (TX0139),Bean hopper missing or command unit open (TX0139),Beanhopper missing or command unit open.,1.0,Efterse at bønnebeholderne er monteret korrekt og har kontakt til 'reed'-kontakterne.,,,,Bean hopper missing or command unit open (TX0139),Bean hopper missing or command unit open (TX0139),,,,Kunden kan se om bønnebeholderne og maskinfronten er monteret og lukket korrekt (Henvis til video på hjemmeside om hjælp til selvhjælp).,,,https://bentax.sharepoint.com/:b:/g/ERX1dtrQd9dArjJyZ082df4B_QhG6ox88dpMgBipnGHIyQ?e=vllzIl,,,,,,,,,
Thermoplan,BW3,Bean hopper missing or command unit open (TX0139),Bean hopper missing or command unit open (TX0139),Beanhopper missing or command unit open.,2.0,"Test 'reed'-kontakterne (118006) på kværnmodulet, samt maskinfronten (top) - dette kan gøres ved at påsætte en magnet på 'reed'-kontakten og udføre en kontinuitetstest med et mulitmeter.",118006,,,Bean hopper missing or command unit open (TX0139),Bean hopper missing or command unit open (TX0139),,,,Kunden kan se om bønnebeholderne og maskinfronten er monteret og lukket korrekt (Henvis til video på hjemmeside om hjælp til selvhjælp).,,,https://bentax.sharepoint.com/:b:/g/ERX1dtrQd9dArjJyZ082df4B_QhG6ox88dpMgBipnGHIyQ?e=vllzIl,,,,,,,,,
Thermoplan,BW3,NTC coffee boiler short-circuit (TX0141),NTC coffee boiler short-circuit (TX0141),"[1] Der er opstået en kortslutning af temperaturføleren (NTC) 
[2] Temperaturføler er defekt
",1.0,Efterse at temperaturen i 'System Check' -> 'Boiler temperature' - referenceværdi: 91°C.,,,,NTC coffee boiler short-circuit (TX0141),NTC coffee boiler short-circuit (TX0141),,,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,BW3,NTC coffee boiler short-circuit (TX0141),NTC coffee boiler short-circuit (TX0141),"[1] Der er opstået en kortslutning af temperaturføleren (NTC) 
[2] Temperaturføler er defekt
",2.0,Kontroller ledningsnettet og stikforbindelserne for kaffeboilerens temperaturføler.,,,,NTC coffee boiler short-circuit (TX0141),NTC coffee boiler short-circuit (TX0141),,,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,BW3,NTC coffee boiler short-circuit (TX0141),NTC coffee boiler short-circuit (TX0141),"[1] Der er opstået en kortslutning af temperaturføleren (NTC) 
[2] Temperaturføler er defekt
",3.0,Test temperaturføleren - referenceværdi: 10 k-ohm / 25°C.,,,,NTC coffee boiler short-circuit (TX0141),NTC coffee boiler short-circuit (TX0141),,,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,BW3,NTC coffee boiler short-circuit (TX0141),NTC coffee boiler short-circuit (TX0141),"[1] Der er opstået en kortslutning af temperaturføleren (NTC) 
[2] Temperaturføler er defekt
",4.0,"Hvis ovenstående step [1] - [3] ikke virker, skift NTC (117112).",117112,,,NTC coffee boiler short-circuit (TX0141),NTC coffee boiler short-circuit (TX0141),,,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
